"Six-Year Graduation Rates, 2011-12"
"All Districts, All Schools, Free/Reduced Price Meal Eligibility"

"",,,,"Graduates",
"Connecticut Technical High School System","A. I. Prince Technical High School","Not Eligible For Lunch",23,21,91.3
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Free Lunch",118,112,94.9
"Connecticut Technical High School System","Bullard-Havens Technical High School","Eligible For Reduced Lunch",51,47,92.2
"Connecticut Technical High School System","Bullard-Havens Technical High School","Not Eligible For Lunch",34,34,100.0
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Free Lunch",79,73,92.4
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Eligible For Reduced Lunch",24,24,100.0
"Connecticut Technical High School System","E. C. Goodwin Technical High School","Not Eligible For Lunch",26,25,96.2
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Free Lunch",96,87,90.6
"Connecticut Technical High School System","Eli Whitney Technical High School","Eligible For Reduced Lunch",22,22,100.0
"Connecticut Technical High School System","Eli Whitney Technical High School","Not Eligible For Lunch",7,6,85.7
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Free Lunch",59,55,93.2
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Eligible For Reduced Lunch",21,20,95.2
"Connecticut Technical High School System","Ella T. Grasso Southeastern Technical High School","Not Eligible For Lunch",74,73,98.6
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Free Lunch",36,36,100.0
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Eligible For Reduced Lunch",24,23,95.8
"Connecticut Technical High School System","Emmett O'Brien Technical High School","Not Eligible For Lunch",74,74,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Free Lunch",62,60,96.8
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Eligible For Reduced Lunch",31,31,100.0
"Connecticut Technical High School System","H. C. Wilcox Technical High School","Not Eligible For Lunch",112,109,97.3
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Free Lunch",29,29,100.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Eligible For Reduced Lunch",20,19,95.0
"Connecticut Technical High School System","H. H. Ellis Technical High School","Not Eligible For Lunch",82,78,95.1
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Free Lunch",44,43,97.7
"Connecticut Technical High School System","Henry Abbott Technical High School","Eligible For Reduced Lunch",28,28,100.0
"Connecticut Technical High School System","Henry Abbott Technical High School","Not Eligible For Lunch",89,86,96.6
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Free Lunch",33,31,93.9
"Connecticut Technical High School System","Howell Cheney Technical High School","Eligible For Reduced Lunch",16,16,100.0
"Connecticut Technical High School System","Howell Cheney Technical High School","Not Eligible For Lunch",94,94,100.0
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Free Lunch",43,41,95.3
"Connecticut Technical High School System","Norwich Technical High School","Eligible For Reduced Lunch",27,25,92.6
"Connecticut Technical High School System","Norwich Technical High School","Not Eligible For Lunch",82,82,100.0
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Free Lunch",29,28,96.6
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Eligible For Reduced Lunch",18,17,94.4
"Connecticut Technical High School System","Oliver Wolcott Technical High School","Not Eligible For Lunch",116,114,98.3
"Connecticut Technical High School System","Platt Technical High School","Eligible For Free Lunch",73,72,98.6
"Connecticut Technical High School System","Platt Technical High School","Eligible For Reduced Lunch",32,31,96.9
"Connecticut Technical High School System","Platt Technical High School","Not Eligible For Lunch",112,109,97.3
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Free Lunch",22,21,95.5
"Connecticut Technical High School System","Vinal Technical High School","Eligible For Reduced Lunch",17,16,94.1
"Connecticut Technical High School System","Vinal Technical High School","Not Eligible For Lunch",90,88,97.8
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Free Lunch",70,70,100.0
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Eligible For Reduced Lunch",38,36,94.7
"Connecticut Technical High School System","W. F. Kaynor Technical High School","Not Eligible For Lunch",66,65,98.5
"Connecticut Technical High School System","Windham Technical High School","Eligible For Free Lunch",44,44,100.0
"Connecticut Technical High School System","Windham Technical High School","Eligible For Reduced Lunch",21,21,100.0
"Connecticut Technical High School System","Windham Technical High School","Not Eligible For Lunch",73,70,95.9
"Coventry School District","Coventry High School","Eligible For Free Lunch",17,12,70.6
"Coventry School District","Coventry High School","Eligible For Reduced Lunch",13,11,84.6
"Coventry School District","Coventry High School","Not Eligible For Lunch",118,114,96.6
"Cromwell School District","Cromwell High School","Eligible For Free Lunch",26,23,88.5
"Cromwell School District","Cromwell High School","Eligible For Reduced Lunch",8,8,100.0
"Cromwell School District","Cromwell High School","Not Eligible For Lunch",112,108,96.4
"Danbury School District","Danbury High School","Eligible For Free Lunch",236,193,81.8
"Danbury School District","Danbury High School","Eligible For Reduced Lunch",74,68,91.9
"Danbury School District","Danbury High School","Not Eligible For Lunch",394,359,91.1
"Darien School District","Darien High School","Eligible For Free Lunch",6,6,100.0
"Darien School District","Darien High School","Eligible For Reduced Lunch",6,6,100.0
"Darien School District","Darien High School","Not Eligible For Lunch",295,290,98.3
"Derby School District","Derby High School","Eligible For Free Lunch",41,30,73.2
"Derby School District","Derby High School","Eligible For Reduced Lunch",22,19,86.4
"Derby School District","Derby High School","Not Eligible For Lunch",46,41,89.1
"East Granby School District","East Granby High School","Eligible For Free Lunch","*","*","*"
"East Granby School District","East Granby High School","Not Eligible For Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Free Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Eligible For Reduced Lunch","*","*","*"
"East Haddam School District","Nathan Hale-Ray High School","Not Eligible For Lunch",86,82,95.3
"East Hampton School District","East Hampton High School","Eligible For Free Lunch",8,7,87.5
"East Hampton School District","East Hampton High School","Eligible For Reduced Lunch",14,13,92.9
"East Hampton School District","East Hampton High School","Not Eligible For Lunch",137,133,97.1
"East Hartford School District","Connecticut IB Academy","Eligible For Free Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Eligible For Reduced Lunch","*","*","*"
"East Hartford School District","Connecticut IB Academy","Not Eligible For Lunch",23,21,91.3
"East Hartford School District","East Hartford High School","Eligible For Free Lunch",204,170,83.3
"East Hartford School District","East Hartford High School","Eligible For Reduced Lunch",76,74,97.4
"East Hartford School District","East Hartford High School","Not Eligible For Lunch",130,124,95.4
"East Haven School District","East Haven High School","Eligible For Free Lunch",73,51,69.9
"East Haven School District","East Haven High School","Eligible For Reduced Lunch",35,28,80.0
"East Haven School District","East Haven High School","Not Eligible For Lunch",107,90,84.1
"East Lyme School District","East Lyme High School","Eligible For Free Lunch",18,17,94.4
"East Lyme School District","East Lyme High School","Eligible For Reduced Lunch",17,16,94.1
"East Lyme School District","East Lyme High School","Not Eligible For Lunch",261,251,96.2
"East Windsor School District","East Windsor High School","Eligible For Free Lunch",21,16,76.2
"East Windsor School District","East Windsor High School","Eligible For Reduced Lunch",10,10,100.0
"East Windsor School District","East Windsor High School","Not Eligible For Lunch",54,51,94.4
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Free Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Eligible For Reduced Lunch","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Not Eligible For Lunch",27,24,88.9
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Free Lunch",14,9,64.3
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Eligible For Reduced Lunch",9,6,66.7
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Not Eligible For Lunch",21,18,85.7
"Ellington School District","Ellington High School","Eligible For Free Lunch",12,"*","*"
"Ellington School District","Ellington High School","Eligible For Reduced Lunch",6,"*","*"
"Ellington School District","Ellington High School","Not Eligible For Lunch",181,173,95.6
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Free Lunch",11,10,90.9
"Elm City College Preparatory School District","Elm City College Preparatory School","Eligible For Reduced Lunch","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Not Eligible For Lunch","*","*","*"
"Enfield School District","Enfield High School","Eligible For Free Lunch",45,33,73.3
"Enfield School District","Enfield High School","Eligible For Reduced Lunch",12,10,83.3
"Enfield School District","Enfield High School","Not Eligible For Lunch",136,128,94.1
"Enfield School District","Enrico Fermi High School","Eligible For Free Lunch",57,44,77.2
"Enfield School District","Enrico Fermi High School","Eligible For Reduced Lunch",25,21,84.0
"Enfield School District","Enrico Fermi High School","Not Eligible For Lunch",221,208,94.1
"Explorations District","Explorations","Eligible For Free Lunch","*","*","*"
"Explorations District","Explorations","Eligible For Reduced Lunch","*","*","*"
"Explorations District","Explorations","Not Eligible For Lunch",15,12,80.0
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Free Lunch",22,19,86.4
"Fairfield School District","Fairfield Ludlowe High School","Eligible For Reduced Lunch",11,11,100.0
"Fairfield School District","Fairfield Ludlowe High School","Not Eligible For Lunch",319,314,98.4
"Fairfield School District","Fairfield Warde High School","Eligible For Free Lunch",35,31,88.6
"Fairfield School District","Fairfield Warde High School","Eligible For Reduced Lunch",14,11,78.6
"Fairfield School District","Fairfield Warde High School","Not Eligible For Lunch",289,281,97.2
"Farmington School District","Farmington High School","Eligible For Free Lunch",22,20,90.9
"Farmington School District","Farmington High School","Eligible For Reduced Lunch",13,13,100.0
"Farmington School District","Farmington High School","Not Eligible For Lunch",263,258,98.1
"Glastonbury School District","Glastonbury High School","Eligible For Free Lunch",29,26,89.7
"Glastonbury School District","Glastonbury High School","Eligible For Reduced Lunch",17,17,100.0
"Glastonbury School District","Glastonbury High School","Not Eligible For Lunch",460,454,98.7
"Granby School District","Granby Memorial High School","Eligible For Free Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Eligible For Reduced Lunch","*","*","*"
"Granby School District","Granby Memorial High School","Not Eligible For Lunch",177,175,98.9
"Greenwich School District","Greenwich High School","Eligible For Free Lunch",63,58,92.1
"Greenwich School District","Greenwich High School","Eligible For Reduced Lunch",30,30,100.0
"Greenwich School District","Greenwich High School","Not Eligible For Lunch",546,526,96.3
"Griswold School District","Griswold High School","Eligible For Free Lunch",40,31,77.5
"Griswold School District","Griswold High School","Eligible For Reduced Lunch",21,18,85.7
"Griswold School District","Griswold High School","Not Eligible For Lunch",122,113,92.6
"Groton School District","Robert E. Fitch High School","Eligible For Free Lunch",110,84,76.4
"Groton School District","Robert E. Fitch High School","Eligible For Reduced Lunch",30,22,73.3
"Groton School District","Robert E. Fitch High School","Not Eligible For Lunch",199,179,89.9
"Guilford School District","Guilford High School","Eligible For Free Lunch",16,16,100.0
"Guilford School District","Guilford High School","Eligible For Reduced Lunch",13,13,100.0
"Guilford School District","Guilford High School","Not Eligible For Lunch",256,253,98.8
"Hamden School District","Hamden High School","Eligible For Free Lunch",156,131,84.0
"Hamden School District","Hamden High School","Eligible For Reduced Lunch",57,54,94.7
"Hamden School District","Hamden High School","Not Eligible For Lunch",283,268,94.7
"Hartford School District","Bulkeley High School Upper School","Eligible For Free Lunch",234,182,77.8
"Hartford School District","Bulkeley High School Upper School","Eligible For Reduced Lunch",12,9,75.0
"Hartford School District","Capital Preparatory Magnet School","Eligible For Free Lunch",16,16,100.0
"Hartford School District","Capital Preparatory Magnet School","Eligible For Reduced Lunch",9,9,100.0
"Hartford School District","Capital Preparatory Magnet School","Not Eligible For Lunch",8,7,87.5
"Hartford School District","Classical Magnet School","Eligible For Free Lunch",32,31,96.9
"Hartford School District","Classical Magnet School","Eligible For Reduced Lunch",18,18,100.0
"Hartford School District","Classical Magnet School","Not Eligible For Lunch",30,30,100.0
"Hartford School District","Culinary Arts Academy","Eligible For Free Lunch",49,35,71.4
"Hartford School District","Culinary Arts Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Culinary Arts Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Free Lunch",127,99,78.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","HPHS Academy of Engineering and Green Technology","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Free Lunch",117,88,75.2
"Hartford School District","HPHS Academy of Nursing and Health Science","Eligible For Reduced Lunch",6,6,100.0
"Hartford School District","HPHS Academy of Nursing and Health Science","Not Eligible For Lunch","*","*","*"
"Hartford School District","HPHS Law and Government Academy","Eligible For Free Lunch",134,87,64.9
"Hartford School District","High School Inc.","Eligible For Free Lunch",34,21,61.8
"Hartford School District","High School Inc.","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","High School Inc.","Not Eligible For Lunch","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Free Lunch",92,74,80.4
"Hartford School District","Journalism and Media Academy Magnet School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Not Eligible For Lunch","*","*","*"
"Hartford School District","OPPortunity High School","Eligible For Free Lunch",67,37,55.2
"Hartford School District","OPPortunity High School","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","OPPortunity High School","Not Eligible For Lunch","*","*","*"
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Free Lunch",38,35,92.1
"Hartford School District","Pathways Academy of Technology and Design","Eligible For Reduced Lunch",17,17,100.0
"Hartford School District","Pathways Academy of Technology and Design","Not Eligible For Lunch",28,28,100.0
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Free Lunch",101,97,96.0
"Hartford School District","Sports and Medical Sciences Academy","Eligible For Reduced Lunch","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Not Eligible For Lunch","*","*","*"
"Hartford School District","University High of Science and Engineering","Eligible For Free Lunch",39,33,84.6
"Hartford School District","University High of Science and Engineering","Eligible For Reduced Lunch",14,14,100.0
"Hartford School District","University High of Science and Engineering","Not Eligible For Lunch",32,31,96.9
"Killingly School District","Killingly High School","Eligible For Free Lunch",58,41,70.7
"Killingly School District","Killingly High School","Eligible For Reduced Lunch",25,22,88.0
"Killingly School District","Killingly High School","Not Eligible For Lunch",100,93,93.0
"Lebanon School District","Lyman Memorial High School","Eligible For Free Lunch",9,8,88.9
"Lebanon School District","Lyman Memorial High School","Eligible For Reduced Lunch",6,6,100.0
"Lebanon School District","Lyman Memorial High School","Not Eligible For Lunch",109,102,93.6
"Ledyard School District","Ledyard High School","Eligible For Free Lunch",22,"*","*"
"Ledyard School District","Ledyard High School","Eligible For Reduced Lunch",6,"*","*"
"Ledyard School District","Ledyard High School","Not Eligible For Lunch",177,170,96.0
"Lisbon School District","Community Connection - The Big Picture High School","Eligible For Free Lunch","*","*","*"
"Lisbon School District","Community Connection - The Big Picture High School","Not Eligible For Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Free Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Eligible For Reduced Lunch","*","*","*"
"Litchfield School District","Litchfield High School","Not Eligible For Lunch",88,87,98.9
"Madison School District","Daniel Hand High School","Eligible For Free Lunch","*","*","*"
"Madison School District","Daniel Hand High School","Eligible For Reduced Lunch","*","*","*"
"Madison School District","Daniel Hand High School","Not Eligible For Lunch",319,317,99.4
"Manchester School District","Manchester High School","Eligible For Free Lunch",191,140,73.3
"Manchester School District","Manchester High School","Eligible For Reduced Lunch",66,53,80.3
"Manchester School District","Manchester High School","Not Eligible For Lunch",215,194,90.2
"Meriden School District","Francis T. Maloney High School","Eligible For Free Lunch",163,107,65.6
"Meriden School District","Francis T. Maloney High School","Eligible For Reduced Lunch",33,26,78.8
"Meriden School District","Francis T. Maloney High School","Not Eligible For Lunch",124,109,87.9
"Meriden School District","Orville H. Platt High School","Eligible For Free Lunch",186,126,67.7
"Meriden School District","Orville H. Platt High School","Eligible For Reduced Lunch",25,21,84.0
"Meriden School District","Orville H. Platt High School","Not Eligible For Lunch",86,76,88.4
"Middletown School District","Middletown High School","Eligible For Free Lunch",114,90,78.9
"Middletown School District","Middletown High School","Eligible For Reduced Lunch",32,28,87.5
"Middletown School District","Middletown High School","Not Eligible For Lunch",176,159,90.3
"Milford School District","Jonathan Law High School","Eligible For Free Lunch",58,45,77.6
"Milford School District","Jonathan Law High School","Eligible For Reduced Lunch",30,24,80.0
"Milford School District","Jonathan Law High School","Not Eligible For Lunch",177,166,93.8
"Milford School District","Joseph A. Foran High School","Eligible For Free Lunch",30,27,90.0
"Milford School District","Joseph A. Foran High School","Eligible For Reduced Lunch",25,22,88.0
"Milford School District","Joseph A. Foran High School","Not Eligible For Lunch",188,185,98.4
"Monroe School District","Masuk High School","Eligible For Free Lunch",20,19,95.0
"Monroe School District","Masuk High School","Eligible For Reduced Lunch",11,11,100.0
"Monroe School District","Masuk High School","Not Eligible For Lunch",306,305,99.7
"Montville School District","Montville High School","Eligible For Free Lunch",36,26,72.2
"Montville School District","Montville High School","Eligible For Reduced Lunch",25,20,80.0
"Montville School District","Montville High School","Not Eligible For Lunch",149,141,94.6
"Naugatuck School District","Naugatuck High School","Eligible For Free Lunch",107,82,76.6
"Naugatuck School District","Naugatuck High School","Eligible For Reduced Lunch",46,36,78.3
"Naugatuck School District","Naugatuck High School","Not Eligible For Lunch",214,201,93.9
"New Britain School District","New Britain High School","Eligible For Free Lunch",394,244,61.9
"New Britain School District","New Britain High School","Eligible For Reduced Lunch",89,71,79.8
"New Britain School District","New Britain High School","Not Eligible For Lunch",152,132,86.8
"New Canaan School District","New Canaan High School","Eligible For Reduced Lunch","*","*","*"
"New Canaan School District","New Canaan High School","Not Eligible For Lunch","*","*","*"
"New Fairfield School District","New Fairfield High School","Eligible For Free Lunch",16,16,100.0
"New Fairfield School District","New Fairfield High School","Eligible For Reduced Lunch",17,15,88.2
"New Fairfield School District","New Fairfield High School","Not Eligible For Lunch",198,196,99.0
"New Haven School District","Cooperative High School","Eligible For Free Lunch",82,77,93.9
"New Haven School District","Cooperative High School","Eligible For Reduced Lunch",26,26,100.0
"New Haven School District","Cooperative High School","Not Eligible For Lunch",26,23,88.5
"New Haven School District","High School In The Community","Eligible For Free Lunch",54,32,59.3
"New Haven School District","High School In The Community","Eligible For Reduced Lunch",11,7,63.6
"New Haven School District","High School In The Community","Not Eligible For Lunch",8,"*","*"
"New Haven School District","Hill Regional Career High School","Eligible For Free Lunch",91,80,87.9
"New Haven School District","Hill Regional Career High School","Eligible For Reduced Lunch",41,40,97.6
"New Haven School District","Hill Regional Career High School","Not Eligible For Lunch",23,22,95.7
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Free Lunch",24,17,70.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Eligible For Reduced Lunch",16,15,93.8
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Not Eligible For Lunch","*","*","*"
"New Haven School District","James Hillhouse High School","Eligible For Free Lunch",186,117,62.9
"New Haven School District","James Hillhouse High School","Eligible For Reduced Lunch",29,22,75.9
"New Haven School District","James Hillhouse High School","Not Eligible For Lunch",33,17,51.5
"New Haven School District","Metropolitan Business Academy","Eligible For Free Lunch",32,29,90.6
"New Haven School District","Metropolitan Business Academy","Eligible For Reduced Lunch",7,7,100.0
"New Haven School District","Metropolitan Business Academy","Not Eligible For Lunch","*","*","*"
"New Haven School District","New Haven Academy","Eligible For Free Lunch",26,20,76.9
"New Haven School District","New Haven Academy","Eligible For Reduced Lunch",11,10,90.9
"New Haven School District","New Haven Academy","Not Eligible For Lunch",8,6,75.0
"New Haven School District","Sound School","Eligible For Free Lunch",39,34,87.2
"New Haven School District","Sound School","Eligible For Reduced Lunch",16,16,100.0
"New Haven School District","Sound School","Not Eligible For Lunch",29,28,96.6
"New Haven School District","Wilbur Cross High School","Eligible For Free Lunch",310,222,71.6
"New Haven School District","Wilbur Cross High School","Eligible For Reduced Lunch",54,43,79.6
"New Haven School District","Wilbur Cross High School","Not Eligible For Lunch",53,37,69.8
"New London School District","New London High School","Eligible For Free Lunch",185,134,72.4
"New London School District","New London High School","Eligible For Reduced Lunch",24,19,79.2
"New London School District","New London High School","Not Eligible For Lunch",17,10,58.8
"New Milford School District","New Milford High School","Eligible For Free Lunch",36,29,80.6
"New Milford School District","New Milford High School","Eligible For Reduced Lunch",21,21,100.0
"New Milford School District","New Milford High School","Not Eligible For Lunch",325,308,94.8
"Newington School District","Newington High School","Eligible For Free Lunch",34,28,82.4
"Newington School District","Newington High School","Eligible For Reduced Lunch",29,27,93.1
"Newington School District","Newington High School","Not Eligible For Lunch",267,252,94.4
"Newtown School District","Newtown High School","Eligible For Free Lunch",15,14,93.3
"Newtown School District","Newtown High School","Eligible For Reduced Lunch",8,8,100.0
"Newtown School District","Newtown High School","Not Eligible For Lunch",380,367,96.6
"North Branford School District","North Branford High School","Eligible For Free Lunch",10,8,80.0
"North Branford School District","North Branford High School","Eligible For Reduced Lunch",9,7,77.8
"North Branford School District","North Branford High School","Not Eligible For Lunch",138,132,95.7
"North Haven School District","North Haven High School","Eligible For Free Lunch",27,22,81.5
"North Haven School District","North Haven High School","Eligible For Reduced Lunch",15,13,86.7
"North Haven School District","North Haven High School","Not Eligible For Lunch",239,235,98.3
"North Stonington School District","Wheeler High School","Eligible For Free Lunch","*","*","*"
"North Stonington School District","Wheeler High School","Eligible For Reduced Lunch","*","*","*"
"North Stonington School District","Wheeler High School","Not Eligible For Lunch",45,42,93.3
"Norwalk School District","Brien McMahon High School","Eligible For Free Lunch",143,125,87.4
"Norwalk School District","Brien McMahon High School","Eligible For Reduced Lunch",56,50,89.3
"Norwalk School District","Brien McMahon High School","Not Eligible For Lunch",250,232,92.8
"Norwalk School District","Norwalk High School","Eligible For Free Lunch",114,92,80.7
