"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, High Needs Status"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","High Needs",91,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Non-High Needs",56,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","High Needs",64,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-High Needs",52,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","High Needs",91,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-High Needs",87,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","High Needs",51,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-High Needs",62,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","High Needs",82,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-High Needs",66,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","High Needs",82,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-High Needs",86,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","High Needs",78,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-High Needs",76,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","High Needs",49,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-High Needs",118,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","High Needs",96,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-High Needs",111,0,0.0,0,0.0
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","High Needs",64,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-High Needs",77,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","High Needs",106,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-High Needs",86,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","High Needs",61,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-High Needs",71,"*","*",0,0.0
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","High Needs",40,"*","*","*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-High Needs",95,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","High Needs",42,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-High Needs",99,0,0.0,"*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","High Needs",28,"*","*","*","*"
"Danbury School District","=""0340011""","Alternative Center For Excellence","=""0346211""","Non-High Needs",6,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","High Needs",409,"*","*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-High Needs",327,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","High Needs",41,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-High Needs",271,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","High Needs",55,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-High Needs",31,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","High Needs",10,"*","*",0,"*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-High Needs",59,"*","*",0,0.0
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","High Needs",21,0,0.0,"*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-High Needs",74,0,0.0,0,0.0
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","High Needs",25,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-High Needs",105,0,0.0,"*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","High Needs",16,0,"*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-High Needs",23,0,0.0,"*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","High Needs",281,14,5.0,33,11.7
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-High Needs",97,0,0.0,6,6.2
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","High Needs",106,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-High Needs",9,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","High Needs",131,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-High Needs",106,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","High Needs",69,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-High Needs",240,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","High Needs",51,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-High Needs",44,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","High Needs",9,0,"*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-High Needs",17,"*","*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","High Needs",28,"*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-High Needs",15,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","High Needs",38,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-High Needs",159,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","High Needs","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-High Needs","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","High Needs",81,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-High Needs",102,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","High Needs",85,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-High Needs",171,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","High Needs",18,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-High Needs",14,0,"*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","High Needs",82,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-High Needs",301,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","High Needs",91,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-High Needs",223,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","High Needs",56,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-High Needs",262,"*","*",0,0.0
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","High Needs",90,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-High Needs",460,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","High Needs",27,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-High Needs",166,"*","*",0,0.0
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","High Needs",187,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-High Needs",499,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","High Needs",72,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-High Needs",95,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","High Needs",142,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-High Needs",178,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","High Needs",56,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-High Needs",222,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","High Needs",220,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-High Needs",223,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","High Needs",176,13,7.4,37,21.0
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","High Needs",19,0,"*",0,"*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-High Needs",14,0,"*",0,"*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","High Needs",56,"*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-High Needs",33,0,0.0,"*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","High Needs",73,8,11.0,23,31.5
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","High Needs",39,0,0.0,"*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-High Needs",29,0,0.0,0,0.0
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","High Needs",112,12,10.7,29,25.9
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","High Needs",139,6,4.3,36,25.9
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","High Needs",120,18,15.0,16,13.3
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","High Needs",91,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-High Needs",15,0,"*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","High Needs",54,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-High Needs","*","*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","High Needs",60,"*","*","*","*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-High Needs",10,0,"*",0,"*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","High Needs",88,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","High Needs",50,"*","*",0,0.0
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-High Needs",44,0,0.0,"*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","High Needs",118,14,11.9,24,20.3
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-High Needs",96,6,6.3,6,6.3
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","High Needs","*","*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-High Needs","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-High Needs","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","High Needs",6,0,"*",0,"*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-High Needs",7,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","High Needs",33,0,0.0,"*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-High Needs",85,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","High Needs",69,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-High Needs",156,"*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","High Needs","*","*","*","*","*"
"Lisbon School District","=""0730011""","Community Connection - The Big Picture High School","=""0736011""","Non-High Needs","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","High Needs",17,0,"*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-High Needs",69,0,0.0,0,0.0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","High Needs",48,"*","*",0,0.0
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-High Needs",268,"*","*",0,0.0
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","High Needs",255,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-High Needs",190,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","High Needs",223,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-High Needs",106,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","High Needs",224,"*","*","*","*"
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-High Needs",69,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","High Needs",198,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-High Needs",164,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","High Needs",116,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-High Needs",140,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","High Needs",94,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-High Needs",170,0,0.0,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","High Needs",69,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-High Needs",238,"*","*",0,0.0
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs",72,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-High Needs",104,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","High Needs",178,24,13.5,31,17.4
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-High Needs",155,8,5.2,9,5.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","High Needs",518,59,11.4,147,28.4
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-High Needs",94,7,7.4,9,9.6
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","High Needs",47,"*","*","*","*"
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-High Needs",291,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","High Needs",56,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-High Needs",201,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","High Needs",142,6,4.2,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-High Needs",31,0,0.0,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","High Needs",65,10,15.4,"*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-High Needs",7,0,"*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","High Needs",136,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-High Needs",17,0,"*",0,"*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-High Needs","*","*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","High Needs",244,24,9.8,78,32.0
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-High Needs",16,0,"*",8,"*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","High Needs",85,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-High Needs",10,0,"*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","High Needs",67,7,10.4,"*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-High Needs",8,0,"*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","High Needs",59,"*","*","*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-High Needs",21,0,0.0,"*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","High Needs",284,"*","*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-High Needs",21,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","High Needs","*","*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Non-High Needs","*","*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","High Needs",100,8,8.0,17,17.0
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-High Needs",281,0,0.0,16,5.7
"Newington School District","=""0940011""","Newington High School","=""0946111""","High Needs",125,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-High Needs",248,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","High Needs",72,"*","*","*","*"
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-High Needs",396,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","High Needs",50,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-High Needs",120,0,0.0,0,0.0
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","High Needs",95,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-High Needs",214,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","High Needs",13,0,"*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-High Needs",35,0,0.0,"*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","High Needs",221,7,3.2,27,12.2
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-High Needs",164,0,0.0,9,5.5
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","High Needs",151,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-High Needs",197,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","High Needs","*","*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-High Needs","*","*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","High Needs",268,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-High Needs",305,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","High Needs",29,0,0.0,"*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-High Needs",107,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","High Needs",22,0,0.0,"*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-High Needs",131,0,0.0,"*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","High Needs",99,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-High Needs",103,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","High Needs",76,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-High Needs",126,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","High Needs",44,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-High Needs",79,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","High Needs",22,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-High Needs",70,0,0.0,"*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","High Needs",57,"*","*","*","*"
"Putnam School District","=""1160011""","Putnam High School","=""1166111""","Non-High Needs",35,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","High Needs",40,"*","*","*","*"
"Regional School District 01","=""2010012""","Housatonic Valley Regional High School","=""2016112""","Non-High Needs",68,"*","*","*","*"
"Regional School District 04","=""2040012""","Valley Regional High School","=""2046112""","High Needs",40,"*","*","*","*"
