"Four-Year Graduation Rates, 2013-14"
"All Districts, All Schools, Special Education Status"

"",,,,,,"Non-Graduates",,,
"Connecticut Technical High School System","=""9000016""","Ella T. Grasso Southeastern Technical High School","=""9002716""","Special Education",9,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Non-Special Education",121,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Emmett O'Brien Technical High School","=""9002516""","Special Education",6,0,"*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Non-Special Education",168,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. C. Wilcox Technical High School","=""9001716""","Special Education",10,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Non-Special Education",103,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","H. H. Ellis Technical High School","=""9001316""","Special Education",8,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Non-Special Education",121,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Henry Abbott Technical High School","=""9001216""","Special Education",22,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Non-Special Education",145,"*","*",0,0.0
"Connecticut Technical High School System","=""9000016""","Howell Cheney Technical High School","=""9001616""","Special Education",9,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Non-Special Education",143,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Norwich Technical High School","=""9002016""","Special Education",13,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Non-Special Education",136,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Oliver Wolcott Technical High School","=""9002216""","Special Education",9,"*","*",0,"*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Non-Special Education",191,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Platt Technical High School","=""9002616""","Special Education",16,0,"*",0,"*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Non-Special Education",120,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Vinal Technical High School","=""9001816""","Special Education",21,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","W. F. Kaynor Technical High School","=""9002316""","Non-Special Education",183,0,0.0,"*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Non-Special Education",112,"*","*","*","*"
"Connecticut Technical High School System","=""9000016""","Windham Technical High School","=""9002416""","Special Education",17,0,"*",0,"*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Non-Special Education",110,0,0.0,"*","*"
"Coventry School District","=""0320011""","Coventry High School","=""0326111""","Special Education",21,"*","*","*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Non-Special Education",123,0,0.0,"*","*"
"Cromwell School District","=""0330011""","Cromwell High School","=""0336111""","Special Education",8,6,"*","*","*"
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Non-Special Education",638,33,5.2,58,9.1
"Danbury School District","=""0340011""","Danbury High School","=""0346111""","Special Education",73,25,34.2,9,12.3
"Darien School District","=""0350011""","Darien High School","=""0356111""","Non-Special Education",278,"*","*","*","*"
"Darien School District","=""0350011""","Darien High School","=""0356111""","Special Education",51,"*","*",0,0.0
"Derby School District","=""0370011""","Derby High School","=""0376111""","Non-Special Education",87,"*","*","*","*"
"Derby School District","=""0370011""","Derby High School","=""0376111""","Special Education",15,"*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Non-Special Education","*","*","*","*","*"
"East Granby School District","=""0400011""","East Granby High School","=""0406111""","Special Education","*","*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Non-Special Education",87,"*","*","*","*"
"East Haddam School District","=""0410011""","Nathan Hale-Ray High School","=""0416111""","Special Education",13,"*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Non-Special Education","*","*","*","*","*"
"East Hampton School District","=""0420011""","East Hampton High School","=""0426111""","Special Education","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Non-Special Education","*","*","*","*","*"
"East Hartford School District","=""0430011""","Connecticut IB Academy","=""0436311""","Special Education","*","*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Non-Special Education",307,"*","*","*","*"
"East Hartford School District","=""0430011""","East Hartford High School","=""0436211""","Special Education",45,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Non-Special Education",64,"*","*","*","*"
"East Hartford School District","=""0430011""","Stevens Alternate High school","=""0436411""","Special Education",19,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Non-Special Education",221,"*","*","*","*"
"East Haven School District","=""0440011""","East Haven High School","=""0446111""","Special Education",29,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Non-Special Education",236,"*","*","*","*"
"East Lyme School District","=""0450011""","East Lyme High School","=""0456111""","Special Education",26,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Non-Special Education",92,"*","*","*","*"
"East Windsor School District","=""0470011""","East Windsor High School","=""0476111""","Special Education",15,"*","*",0,"*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Non-Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Arts at the Capitol Theater Magnet School (ACT)","=""2536014""","Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Non-Special Education","*","*","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Quinebaug Middle College","=""2536114""","Special Education","*","*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Non-Special Education",172,"*","*","*","*"
"Ellington School District","=""0480011""","Ellington High School","=""0486111""","Special Education",21,"*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Non-Special Education","*","*","*","*","*"
"Elm City College Preparatory School District","=""2890013""","Elm City College Preparatory School","=""2890113""","Special Education","*","*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Non-Special Education",173,"*","*","*","*"
"Enfield School District","=""0490011""","Enfield High School","=""0496111""","Special Education",17,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Non-Special Education",191,"*","*","*","*"
"Enfield School District","=""0490011""","Enrico Fermi High School","=""0496211""","Special Education",41,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Non-Special Education",18,"*","*","*","*"
"Explorations District","=""2720013""","Explorations","=""2726113""","Special Education",9,"*","*",0,"*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Non-Special Education",321,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Ludlowe High School","=""0516011""","Special Education",45,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Non-Special Education",326,"*","*","*","*"
"Fairfield School District","=""0510011""","Fairfield Warde High School","=""0516211""","Special Education",30,"*","*","*","*"
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Non-Special Education",299,"*","*",0,0.0
"Farmington School District","=""0520011""","Farmington High School","=""0526111""","Special Education",39,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Non-Special Education",516,"*","*","*","*"
"Glastonbury School District","=""0540011""","Glastonbury High School","=""0546111""","Special Education",49,0,0.0,"*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Non-Special Education",180,"*","*","*","*"
"Granby School District","=""0560011""","Granby Memorial High School","=""0566111""","Special Education",19,0,"*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Non-Special Education",579,"*","*","*","*"
"Greenwich School District","=""0570011""","Greenwich High School","=""0576111""","Special Education",78,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Non-Special Education",140,"*","*","*","*"
"Griswold School District","=""0580011""","Griswold High School","=""0586211""","Special Education",27,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Non-Special Education",275,"*","*","*","*"
"Groton School District","=""0590011""","Robert E. Fitch High School","=""0596111""","Special Education",40,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Non-Special Education",253,"*","*","*","*"
"Guilford School District","=""0600011""","Guilford High School","=""0606111""","Special Education",29,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Non-Special Education",393,"*","*","*","*"
"Hamden School District","=""0620011""","Hamden High School","=""0626111""","Special Education",49,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Non-Special Education",170,"*","*","*","*"
"Hartford School District","=""0640011""","Bulkeley High School Upper School","=""0647111""","Special Education",32,"*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Capital Preparatory Magnet School","=""0646911""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Non-Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Classical Magnet School","=""0646411""","Special Education","*","*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Non-Special Education",75,"*","*","*","*"
"Hartford School District","=""0640011""","Culinary Arts Academy","=""0646011""","Special Education",22,"*","*","*","*"
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Non-Special Education",46,"*","*",0,0.0
"Hartford School District","=""0640011""","Great Path Academy High School at MCC","=""0647911""","Special Education",6,0,"*",0,"*"
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Non-Special Education",71,"*","*",15,21.1
"Hartford School District","=""0640011""","HPHS Academy of Engineering and Green Technology","=""0647211""","Special Education",15,"*","*",8,"*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Non-Special Education",115,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Academy of Nursing and Health Science","=""0647511""","Special Education",19,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Non-Special Education",105,"*","*","*","*"
"Hartford School District","=""0640011""","HPHS Law and Government Academy","=""0647411""","Special Education",16,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Non-Special Education",61,"*","*","*","*"
"Hartford School District","=""0640011""","High School Inc.","=""0647611""","Special Education",15,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Non-Special Education",57,"*","*","*","*"
"Hartford School District","=""0640011""","Journalism and Media Academy Magnet School","=""0647711""","Special Education",16,"*","*","*","*"
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Non-Special Education",52,22,42.3,14,26.9
"Hartford School District","=""0640011""","OPPortunity High School","=""0647811""","Special Education",14,8,"*",0,"*"
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Non-Special Education",60,"*","*",0,0.0
"Hartford School District","=""0640011""","Pathways Academy of Technology and Design","=""0646611""","Special Education",12,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Non-Special Education",95,"*","*","*","*"
"Hartford School District","=""0640011""","Sports and Medical Sciences Academy","=""0646511""","Special Education",8,0,"*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Non-Special Education",74,"*","*","*","*"
"Hartford School District","=""0640011""","University High of Science and Engineering","=""0646711""","Special Education",6,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Non-Special Education",182,"*","*","*","*"
"Killingly School District","=""0690011""","Killingly High School","=""0696111""","Special Education",22,"*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Non-Special Education",86,"*","*","*","*"
"Learn","=""2450014""","Connecticut River Academy","=""2456014""","Special Education",11,0,"*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Non-Special Education","*","*","*","*","*"
"Learn","=""2450014""","Marine Science Magnet High School of Southeastern Connecticut","=""2456114""","Special Education","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Non-Special Education","*","*","*","*","*"
"Learn","=""2450014""","Three Rivers Middle College Magnet School","=""2456214""","Special Education","*","*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Non-Special Education",95,"*","*","*","*"
"Lebanon School District","=""0710011""","Lyman Memorial High School","=""0716211""","Special Education",9,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Non-Special Education",204,"*","*","*","*"
"Ledyard School District","=""0720011""","Ledyard High School","=""0726111""","Special Education",32,"*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Non-Special Education","*","*","*","*","*"
"Litchfield School District","=""0740011""","Litchfield High School","=""0746111""","Special Education","*","*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Non-Special Education",283,"*","*","*","*"
"Madison School District","=""0760011""","Daniel Hand High School","=""0766111""","Special Education",35,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Non-Special Education",367,"*","*","*","*"
"Manchester School District","=""0770011""","Manchester High School","=""0776111""","Special Education",48,"*","*","*","*"
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Non-Special Education",266,17,6.4,40,15.0
"Meriden School District","=""0800011""","Francis T. Maloney High School","=""0806111""","Special Education",47,13,27.7,13,27.7
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Non-Special Education",243,7,2.9,22,9.1
"Meriden School District","=""0800011""","Orville H. Platt High School","=""0806211""","Special Education",49,8,16.3,20,40.8
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Non-Special Education",274,"*","*","*","*"
"Middletown School District","=""0830011""","Middletown High School","=""0836211""","Special Education",31,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Non-Special Education",227,"*","*","*","*"
"Milford School District","=""0840011""","Jonathan Law High School","=""0846211""","Special Education",35,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Non-Special Education",206,"*","*","*","*"
"Milford School District","=""0840011""","Joseph A. Foran High School","=""0846311""","Special Education",34,"*","*","*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Non-Special Education",263,0,0.0,"*","*"
"Monroe School District","=""0850011""","Masuk High School","=""0856111""","Special Education",32,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Non-Special Education",171,"*","*","*","*"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education",13,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Non-Special Education",284,"*","*","*","*"
"Naugatuck School District","=""0880011""","Naugatuck High School","=""0886111""","Special Education",47,"*","*","*","*"
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Non-Special Education",564,81,14.4,106,18.8
"New Britain School District","=""0890011""","New Britain High School","=""0896111""","Special Education",60,15,25.0,13,21.7
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Non-Special Education",277,"*","*",0,0.0
"New Canaan School District","=""0900011""","New Canaan High School","=""0906111""","Special Education",33,"*","*",0,0.0
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Non-Special Education",212,"*","*","*","*"
"New Fairfield School District","=""0910011""","New Fairfield High School","=""0916111""","Special Education",23,0,0.0,"*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Non-Special Education",151,"*","*","*","*"
"New Haven School District","=""0930011""","Cooperative High School","=""0936411""","Special Education",13,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Non-Special Education",47,"*","*","*","*"
"New Haven School District","=""0930011""","High School In The Community","=""0936611""","Special Education",12,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Non-Special Education",164,"*","*","*","*"
"New Haven School District","=""0930011""","Hill Regional Career High School","=""0936311""","Special Education",10,0,"*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Non-Special Education",29,"*","*","*","*"
"New Haven School District","=""0930011""","Hyde School of Health, Science and Sports Medicine","=""0936811""","Special Education",8,0,"*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Non-Special Education",229,"*","*","*","*"
"New Haven School District","=""0930011""","James Hillhouse High School","=""0936211""","Special Education",39,"*","*","*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Non-Special Education",86,0,0.0,"*","*"
"New Haven School District","=""0930011""","Metropolitan Business Academy","=""0936011""","Special Education",6,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Non-Special Education",58,"*","*","*","*"
"New Haven School District","=""0930011""","New Haven Academy","=""0937011""","Special Education",7,"*","*",0,"*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Non-Special Education",75,0,0.0,"*","*"
"New Haven School District","=""0930011""","Sound School","=""0936711""","Special Education",10,0,"*","*","*"
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Non-Special Education",264,14,5.3,69,26.1
"New Haven School District","=""0930011""","Wilbur Cross High School","=""0936111""","Special Education",31,10,32.3,10,32.3
"New London School District","=""0950011""","New London High School","=""0956111""","Non-Special Education",189,"*","*","*","*"
"New London School District","=""0950011""","New London High School","=""0956111""","Special Education",34,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Non-Special Education",345,"*","*","*","*"
"New Milford School District","=""0960011""","New Milford High School","=""0966111""","Special Education",32,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Non-Special Education",329,"*","*","*","*"
"Newington School District","=""0940011""","Newington High School","=""0946111""","Special Education",33,"*","*",0,0.0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Non-Special Education",379,"*","*",0,0.0
"Newtown School District","=""0970011""","Newtown High School","=""0976111""","Special Education",40,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Non-Special Education",120,"*","*","*","*"
"North Branford School District","=""0990011""","North Branford High School","=""0996111""","Special Education",26,0,0.0,"*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Non-Special Education",285,"*","*","*","*"
"North Haven School District","=""1010011""","North Haven High School","=""1016111""","Special Education",24,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Non-Special Education",49,0,0.0,"*","*"
"North Stonington School District","=""1020011""","Wheeler High School","=""1026111""","Special Education",7,0,"*",0,"*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Non-Special Education",352,"*","*","*","*"
"Norwalk School District","=""1030011""","Brien McMahon High School","=""1036211""","Special Education",43,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Non-Special Education",332,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk High School","=""1036111""","Special Education",43,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Non-Special Education",35,"*","*","*","*"
"Norwalk School District","=""1030011""","Norwalk Pathways Academy at Briggs","=""1036311""","Special Education",7,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Non-Special Education",538,"*","*","*","*"
"Norwich Free Academy District","=""9010022""","Norwich Free Academy","=""9016122""","Special Education",70,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Non-Special Education",123,"*","*","*","*"
"Old Saybrook School District","=""1060011""","Old Saybrook Senior High School","=""1066111""","Special Education",10,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Non-Special Education",165,"*","*","*","*"
"Oxford School District","=""1080011""","Oxford High School","=""1086011""","Special Education",8,0,"*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Non-Special Education",149,"*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield High School","=""1096111""","Special Education",22,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Non-Special Education",151,"*","*","*","*"
"Plainville School District","=""1100011""","Plainville High School","=""1106111""","Special Education",20,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Non-Special Education",113,"*","*","*","*"
"Plymouth School District","=""1110011""","Terryville High School","=""1116111""","Special Education",14,"*","*","*","*"
"Portland School District","=""1130011""","Portland High School","=""1136111""","Non-Special Education",101,"*","*","*","*"
