"Four-Year Graduation Rates, 2012-13"
"All Districts, All Schools, English Learner Status"

"",,,,"Graduates",
"East Hartford School District","Connecticut IB Academy","ELL","*","*","*"
"East Hartford School District","Connecticut IB Academy","Non-ELL",38,36,94.7
"East Hartford School District","East Hartford High School","ELL",26,19,73.1
"East Hartford School District","East Hartford High School","Non-ELL",352,305,86.6
"East Hartford School District","Stevens Alternate High school","ELL","*","*","*"
"East Hartford School District","Stevens Alternate High school","Non-ELL",106,55,51.9
"East Haven School District","East Haven High School","ELL","*","*","*"
"East Haven School District","East Haven High School","Non-ELL","*","*","*"
"East Lyme School District","East Lyme High School","ELL","*","*","*"
"East Lyme School District","East Lyme High School","Non-ELL","*","*","*"
"East Windsor School District","East Windsor High School","ELL","*","*","*"
"East Windsor School District","East Windsor High School","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Arts at the Capitol Theater Magnet School (ACT)","Non-ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","ELL","*","*","*"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","Quinebaug Middle College","Non-ELL",42,29,69.0
"Ellington School District","Ellington High School","ELL","*","*","*"
"Ellington School District","Ellington High School","Non-ELL","*","*","*"
"Elm City College Preparatory School District","Elm City College Preparatory School","Non-ELL",13,8,61.5
"Enfield School District","Enfield High School","ELL","*","*","*"
"Enfield School District","Enfield High School","Non-ELL",182,149,81.9
"Enfield School District","Enrico Fermi High School","ELL","*","*","*"
"Enfield School District","Enrico Fermi High School","Non-ELL",255,237,92.9
"Explorations District","Explorations","ELL","*","*","*"
"Explorations District","Explorations","Non-ELL","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","ELL","*","*","*"
"Fairfield School District","Fairfield Ludlowe High School","Non-ELL",380,362,95.3
"Fairfield School District","Fairfield Warde High School","ELL","*","*","*"
"Fairfield School District","Fairfield Warde High School","Non-ELL",303,279,92.1
"Farmington School District","Farmington High School","ELL","*","*","*"
"Farmington School District","Farmington High School","Non-ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","ELL","*","*","*"
"Glastonbury School District","Glastonbury High School","Non-ELL","*","*","*"
"Granby School District","Granby Memorial High School","Non-ELL",193,190,98.4
"Greenwich School District","Greenwich High School","ELL",24,19,79.2
"Greenwich School District","Greenwich High School","Non-ELL",662,633,95.6
"Griswold School District","Griswold High School","Non-ELL",167,147,88.0
"Groton School District","Robert E. Fitch High School","ELL",9,7,77.8
"Groton School District","Robert E. Fitch High School","Non-ELL",311,260,83.6
"Guilford School District","Guilford High School","ELL","*","*","*"
"Guilford School District","Guilford High School","Non-ELL","*","*","*"
"Hamden School District","Hamden High School","ELL",10,8,80.0
"Hamden School District","Hamden High School","Non-ELL",433,378,87.3
"Hartford School District","Bulkeley High School Upper School","ELL",39,28,71.8
"Hartford School District","Bulkeley High School Upper School","Non-ELL",137,98,71.5
"Hartford School District","Capital Preparatory Magnet School","Non-ELL",33,33,100.0
"Hartford School District","Classical Magnet School","ELL","*","*","*"
"Hartford School District","Classical Magnet School","Non-ELL",87,82,94.3
"Hartford School District","Culinary Arts Academy","ELL",10,"*","*"
"Hartford School District","Culinary Arts Academy","Non-ELL",63,37,58.7
"Hartford School District","Great Path Academy High School at MCC","ELL","*","*","*"
"Hartford School District","Great Path Academy High School at MCC","Non-ELL",67,63,94.0
"Hartford School District","HPHS Academy of Engineering and Green Technology","ELL",36,22,61.1
"Hartford School District","HPHS Academy of Engineering and Green Technology","Non-ELL",76,49,64.5
"Hartford School District","HPHS Academy of Nursing and Health Science","ELL",46,26,56.5
"Hartford School District","HPHS Academy of Nursing and Health Science","Non-ELL",93,69,74.2
"Hartford School District","HPHS Law and Government Academy","ELL",21,11,52.4
"Hartford School District","HPHS Law and Government Academy","Non-ELL",99,75,75.8
"Hartford School District","High School Inc.","ELL",16,12,75.0
"Hartford School District","High School Inc.","Non-ELL",90,63,70.0
"Hartford School District","Journalism and Media Academy Magnet School","ELL","*","*","*"
"Hartford School District","Journalism and Media Academy Magnet School","Non-ELL",51,34,66.7
"Hartford School District","OPPortunity High School","ELL",13,"*","*"
"Hartford School District","OPPortunity High School","Non-ELL",64,40,62.5
"Hartford School District","Pathways Academy of Technology and Design","ELL",8,8,100.0
"Hartford School District","Pathways Academy of Technology and Design","Non-ELL",62,57,91.9
"Hartford School District","Sports and Medical Sciences Academy","ELL","*","*","*"
"Hartford School District","Sports and Medical Sciences Academy","Non-ELL",84,79,94.0
"Hartford School District","University High of Science and Engineering","ELL","*","*","*"
"Hartford School District","University High of Science and Engineering","Non-ELL",93,90,96.8
"Killingly School District","Killingly High School","ELL","*","*","*"
"Killingly School District","Killingly High School","Non-ELL","*","*","*"
"Learn","Connecticut River Academy","ELL","*","*","*"
"Learn","Connecticut River Academy","Non-ELL",28,25,89.3
"Learn","Marine Science Magnet High School of Southeastern Connecticut","Non-ELL","*","*","*"
"Learn","Three Rivers Middle College Magnet School","ELL","*","*","*"
"Learn","Three Rivers Middle College Magnet School","Non-ELL",12,8,66.7
"Lebanon School District","Lyman Memorial High School","ELL","*","*","*"
"Lebanon School District","Lyman Memorial High School","Non-ELL","*","*","*"
"Ledyard School District","Ledyard High School","Non-ELL",225,208,92.4
"Lisbon School District","Community Connection - The Big Picture High School","Non-ELL",6,"*","*"
"Litchfield School District","Litchfield High School","ELL","*","*","*"
"Litchfield School District","Litchfield High School","Non-ELL","*","*","*"
"Madison School District","Daniel Hand High School","Non-ELL",316,313,99.1
"Manchester School District","Manchester High School","ELL",23,17,73.9
"Manchester School District","Manchester High School","Non-ELL",422,333,78.9
"Meriden School District","Francis T. Maloney High School","ELL",39,20,51.3
"Meriden School District","Francis T. Maloney High School","Non-ELL",290,223,76.9
"Meriden School District","Orville H. Platt High School","ELL",23,10,43.5
"Meriden School District","Orville H. Platt High School","Non-ELL",270,193,71.5
"Middletown School District","Middletown High School","ELL",11,8,72.7
"Middletown School District","Middletown High School","Non-ELL",351,294,83.8
"Milford School District","Jonathan Law High School","ELL","*","*","*"
"Milford School District","Jonathan Law High School","Non-ELL",252,203,80.6
"Milford School District","Joseph A. Foran High School","ELL","*","*","*"
"Milford School District","Joseph A. Foran High School","Non-ELL",263,238,90.5
"Monroe School District","Masuk High School","Non-ELL",307,300,97.7
"Montville School District","Montville High School","ELL",8,6,75.0
"Montville School District","Montville High School","Non-ELL",168,149,88.7
"Naugatuck School District","Naugatuck High School","ELL",14,7,50.0
"Naugatuck School District","Naugatuck High School","Non-ELL",319,254,79.6
"New Britain School District","New Britain High School","ELL",112,63,56.3
"New Britain School District","New Britain High School","Non-ELL",500,327,65.4
"New Canaan School District","New Canaan High School","ELL","*","*","*"
"New Canaan School District","New Canaan High School","Non-ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","ELL","*","*","*"
"New Fairfield School District","New Fairfield High School","Non-ELL","*","*","*"
"New Haven School District","Cooperative High School","ELL","*","*","*"
"New Haven School District","Cooperative High School","Non-ELL",170,152,89.4
"New Haven School District","High School In The Community","ELL",6,"*","*"
"New Haven School District","High School In The Community","Non-ELL",66,39,59.1
"New Haven School District","Hill Regional Career High School","ELL",13,12,92.3
"New Haven School District","Hill Regional Career High School","Non-ELL",140,129,92.1
"New Haven School District","Hyde School of Health, Science and Sports Medicine","ELL","*","*","*"
"New Haven School District","Hyde School of Health, Science and Sports Medicine","Non-ELL",35,27,77.1
"New Haven School District","James Hillhouse High School","ELL",27,10,37.0
"New Haven School District","James Hillhouse High School","Non-ELL",233,140,60.1
"New Haven School District","Metropolitan Business Academy","ELL",8,"*","*"
"New Haven School District","Metropolitan Business Academy","Non-ELL",87,74,85.1
"New Haven School District","New Haven Academy","ELL","*","*","*"
"New Haven School District","New Haven Academy","Non-ELL",70,50,71.4
"New Haven School District","Sound School","ELL","*","*","*"
"New Haven School District","Sound School","Non-ELL",76,70,92.1
"New Haven School District","Wilbur Cross High School","ELL",62,36,58.1
"New Haven School District","Wilbur Cross High School","Non-ELL",243,160,65.8
"New London School District","New London High School","ELL",58,38,65.5
"New London School District","New London High School","Non-ELL",195,126,64.6
"New Milford School District","New Milford High School","ELL",6,"*","*"
"New Milford School District","New Milford High School","Non-ELL",375,"*","*"
"Newington School District","Newington High School","ELL",15,12,80.0
"Newington School District","Newington High School","Non-ELL",358,326,91.1
"Newtown School District","Newtown High School","Non-ELL",468,442,94.4
"North Branford School District","North Branford High School","ELL","*","*","*"
"North Branford School District","North Branford High School","Non-ELL","*","*","*"
"North Haven School District","North Haven High School","ELL","*","*","*"
"North Haven School District","North Haven High School","Non-ELL","*","*","*"
"North Stonington School District","Wheeler High School","Non-ELL",48,46,95.8
"Norwalk School District","Brien McMahon High School","ELL",44,33,75.0
"Norwalk School District","Brien McMahon High School","Non-ELL",341,309,90.6
"Norwalk School District","Norwalk High School","ELL","*","*","*"
"Norwalk School District","Norwalk High School","Non-ELL",317,292,92.1
"Norwalk School District","Norwalk Pathways Academy at Briggs","ELL","*","*","*"
"Norwalk School District","Norwalk Pathways Academy at Briggs","Non-ELL",33,"*","*"
"Norwich Free Academy District","Norwich Free Academy","ELL",32,28,87.5
"Norwich Free Academy District","Norwich Free Academy","Non-ELL",541,462,85.4
"Old Saybrook School District","Old Saybrook Senior High School","ELL","*","*","*"
"Old Saybrook School District","Old Saybrook Senior High School","Non-ELL","*","*","*"
"Oxford School District","Oxford High School","ELL","*","*","*"
"Oxford School District","Oxford High School","Non-ELL","*","*","*"
"Plainfield School District","Plainfield High School","ELL","*","*","*"
"Plainfield School District","Plainfield High School","Non-ELL","*","*","*"
"Plainville School District","Plainville High School","ELL","*","*","*"
"Plainville School District","Plainville High School","Non-ELL","*","*","*"
"Plymouth School District","Terryville High School","ELL","*","*","*"
"Plymouth School District","Terryville High School","Non-ELL","*","*","*"
"Portland School District","Portland High School","ELL","*","*","*"
"Portland School District","Portland High School","Non-ELL","*","*","*"
"Putnam School District","Putnam High School","Non-ELL",92,74,80.4
"Regional School District 01","Housatonic Valley Regional High School","ELL","*","*","*"
"Regional School District 01","Housatonic Valley Regional High School","Non-ELL","*","*","*"
"Regional School District 04","Valley Regional High School","Non-ELL",162,155,95.7
"Regional School District 05","Amity Regional High School","ELL","*","*","*"
"Regional School District 05","Amity Regional High School","Non-ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","ELL","*","*","*"
"Regional School District 06","Wamogo Regional High School","Non-ELL","*","*","*"
"Regional School District 07","Northwestern Regional High School","Non-ELL",175,170,97.1
"Regional School District 08","RHAM High School","Non-ELL",272,"*","*"
"Regional School District 08","Region Alternative High School","Non-ELL",12,"*","*"
"Regional School District 09","Joel Barlow High School","ELL","*","*","*"
"Regional School District 09","Joel Barlow High School","Non-ELL","*","*","*"
"Regional School District 10","Lewis S. Mills High School","ELL","*","*","*"
"Regional School District 10","Lewis S. Mills High School","Non-ELL","*","*","*"
"Regional School District 11","Parish Hill High School","Non-ELL",39,36,92.3
"Regional School District 12","Shepaug Valley High School","ELL","*","*","*"
"Regional School District 12","Shepaug Valley High School","Non-ELL","*","*","*"
"Regional School District 13","Coginchaug Regional High School","ELL","*","*","*"
"Regional School District 13","Coginchaug Regional High School","Non-ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","ELL","*","*","*"
"Regional School District 14","Nonnewaug High School","Non-ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","ELL","*","*","*"
"Regional School District 15","Pomperaug Regional High School","Non-ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","ELL","*","*","*"
"Regional School District 16","Woodland Regional High School","Non-ELL","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","ELL","*","*","*"
"Regional School District 17","Haddam-Killingworth High School","Non-ELL","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","ELL","*","*","*"
"Regional School District 18","Lyme-Old Lyme High School","Non-ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","ELL","*","*","*"
"Regional School District 19","E. O. Smith High School","Non-ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","ELL","*","*","*"
"Ridgefield School District","Ridgefield High School","Non-ELL","*","*","*"
"Rocky Hill School District","Rocky Hill High School","ELL","*","*","*"
"Rocky Hill School District","Rocky Hill High School","Non-ELL","*","*","*"
"Seymour School District","Seymour High School","ELL","*","*","*"
"Seymour School District","Seymour High School","Non-ELL","*","*","*"
"Shelton School District","Shelton High School","ELL",8,7,87.5
"Shelton School District","Shelton High School","Non-ELL",382,348,91.1
"Simsbury School District","Simsbury High School","Non-ELL",396,388,98.0
"Somers School District","Somers High School","ELL","*","*","*"
"Somers School District","Somers High School","Non-ELL","*","*","*"
"South Windsor School District","South Windsor High School","ELL",6,"*","*"
"South Windsor School District","South Windsor High School","Non-ELL",370,"*","*"
"Southington School District","Southington High School","ELL",7,7,100.0
"Southington School District","Southington High School","Non-ELL",481,438,91.1
"Stafford School District","Stafford High School","ELL","*","*","*"
"Stafford School District","Stafford High School","Non-ELL","*","*","*"
"Stamford Academy District","Stamford Academy","ELL","*","*","*"
"Stamford Academy District","Stamford Academy","Non-ELL","*","*","*"
"Stamford School District","Stamford High School","ELL","*","*","*"
"Stamford School District","Stamford High School","Non-ELL",444,403,90.8
"Stamford School District","The Academy of Information Technology","ELL","*","*","*"
"Stamford School District","The Academy of Information Technology","Non-ELL",163,162,99.4
"Stamford School District","Westhill High School","ELL",81,57,70.4
"Stamford School District","Westhill High School","Non-ELL",465,412,88.6
"Stonington School District","Stonington High School","ELL","*","*","*"
"Stonington School District","Stonington High School","Non-ELL","*","*","*"
"Stratford School District","Bunnell High School","ELL","*","*","*"
"Stratford School District","Bunnell High School","Non-ELL",284,267,94.0
"Stratford School District","Stratford High School","ELL","*","*","*"
"Stratford School District","Stratford High School","Non-ELL",245,223,91.0
"Suffield School District","Suffield High School","Non-ELL",218,204,93.6
"The Bridge Academy District","The Bridge Academy","Non-ELL",35,31,88.6
"The Gilbert School District","The Gilbert School","ELL","*","*","*"
"The Gilbert School District","The Gilbert School","Non-ELL","*","*","*"
"Thomaston School District","Thomaston High School","ELL","*","*","*"
"Thomaston School District","Thomaston High School","Non-ELL","*","*","*"
"Thompson School District","Tourtellotte Memorial High School","Non-ELL",85,77,90.6
"Tolland School District","Tolland High School","Non-ELL",242,228,94.2
"Torrington School District","Torrington High School","ELL",18,15,83.3
"Torrington School District","Torrington High School","Non-ELL",250,217,86.8
"Trumbull School District","Trumbull High School","ELL",12,11,91.7
"Trumbull School District","Trumbull High School","Non-ELL",535,527,98.5
"Vernon School District","Rockville High School","ELL",8,6,75.0
"Vernon School District","Rockville High School","Non-ELL",227,189,83.3
"Wallingford School District","Lyman Hall High School","ELL",15,12,80.0
"Wallingford School District","Lyman Hall High School","Non-ELL",271,250,92.3
"Wallingford School District","Mark T. Sheehan High School","Non-ELL",235,220,93.6
"Waterbury School District","Crosby High School","ELL",49,32,65.3
"Waterbury School District","Crosby High School","Non-ELL",310,202,65.2
"Waterbury School District","John F. Kennedy High School","ELL",55,33,60.0
"Waterbury School District","John F. Kennedy High School","Non-ELL",327,232,70.9
"Waterbury School District","Waterbury Arts Magnet School (High)","ELL","*","*","*"
"Waterbury School District","Waterbury Arts Magnet School (High)","Non-ELL",103,89,86.4
"Waterbury School District","Wilby High School","ELL","*","*","*"
"Waterbury School District","Wilby High School","Non-ELL",312,231,74.0
"Waterford School District","Waterford High School","ELL","*","*","*"
"Waterford School District","Waterford High School","Non-ELL","*","*","*"
"Watertown School District","Watertown High School","ELL","*","*","*"
"Watertown School District","Watertown High School","Non-ELL","*","*","*"
"West Hartford School District","Conard High School","ELL",24,19,79.2
"West Hartford School District","Conard High School","Non-ELL",396,379,95.7
"West Hartford School District","Hall High School","ELL",18,12,66.7
"West Hartford School District","Hall High School","Non-ELL",373,360,96.5
"West Haven School District","West Haven High School","ELL",27,15,55.6
"West Haven School District","West Haven High School","Non-ELL",404,290,71.8
"Westbrook School District","Westbrook High School","Non-ELL",77,74,96.1
"Weston School District","Weston High School","Non-ELL",206,205,99.5
"Westport School District","Staples High School","ELL","*","*","*"
"Westport School District","Staples High School","Non-ELL","*","*","*"
"Wethersfield School District","Wethersfield High School","ELL",11,8,72.7
"Wethersfield School District","Wethersfield High School","Non-ELL",253,234,92.5
"Wilton School District","Wilton High School","ELL","*","*","*"
"Wilton School District","Wilton High School","Non-ELL","*","*","*"
"Windham School District","Windham High School","ELL",39,23,59.0
"Windham School District","Windham High School","Non-ELL",154,124,80.5
"Windsor Locks School District","Windsor Locks High School","ELL","*","*","*"
"Windsor Locks School District","Windsor Locks High School","Non-ELL","*","*","*"
"Windsor School District","Windsor High School","ELL",6,"*","*"
"Windsor School District","Windsor High School","Non-ELL",347,"*","*"
"Wolcott School District","Wolcott High School","Non-ELL",220,207,94.1
"Woodstock Academy District","Woodstock Academy","ELL","*","*","*"
"Woodstock Academy District","Woodstock Academy","Non-ELL","*","*","*"

